stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000262506	9606.ENSP00000263377	CSNK2A2	BRD4	9606	0.779	0	0	0	0.074	0.668	0	0.339
9606.ENSP00000263025	9606.ENSP00000295683	MAPK3	CXCR1	9606	0.402	0	0	0	0.117	0	0	0.351
9606.ENSP00000263025	9606.ENSP00000313420	MAPK3	PRKDC	9606	0.404	0	0	0	0.063	0.127	0	0.329
9606.ENSP00000263025	9606.ENSP00000308208	MAPK3	MMP14	9606	0.458	0	0	0	0.055	0	0	0.45
9606.ENSP00000263025	9606.ENSP00000327251	MAPK3	NOS2	9606	0.461	0	0	0	0.067	0	0	0.446
9606.ENSP00000263025	9606.ENSP00000319635	MAPK3	CXCR2	9606	0.465	0	0	0	0.071	0	0	0.448
9606.ENSP00000263025	9606.ENSP00000263923	MAPK3	KDR	9606	0.467	0	0	0	0	0.046	0	0.465
9606.ENSP00000263025	9606.ENSP00000309968	MAPK3	ADAM17	9606	0.469	0	0	0	0.049	0	0	0.465
9606.ENSP00000263025	9606.ENSP00000358327	MAPK3	CASP7	9606	0.471	0	0	0	0.067	0.045	0	0.454
9606.ENSP00000263025	9606.ENSP00000419260	MAPK3	PIK3CG	9606	0.482	0	0	0	0	0	0	0.482
9606.ENSP00000263025	9606.ENSP00000322788	MAPK3	MMP1	9606	0.487	0	0	0	0.047	0	0	0.484
9606.ENSP00000263025	9606.ENSP00000428056	MAPK3	PIK3R1	9606	0.488	0	0	0	0.115	0	0	0.445
9606.ENSP00000263025	9606.ENSP00000347942	MAPK3	RET	9606	0.498	0	0	0	0	0.387	0	0.215
9606.ENSP00000263025	9606.ENSP00000288135	MAPK3	KIT	9606	0.516	0	0	0	0.103	0	0	0.483
9606.ENSP00000263025	9606.ENSP00000437125	MAPK3	HSPA8	9606	0.525	0	0	0	0.111	0.226	0	0.364
9606.ENSP00000263025	9606.ENSP00000379683	MAPK3	CYP19A1	9606	0.525	0	0	0	0.055	0.138	0	0.464
9606.ENSP00000263025	9606.ENSP00000275493	MAPK3	EGFR	9606	0.528	0	0	0	0.042	0.23	0	0.411
9606.ENSP00000263025	9606.ENSP00000393312	MAPK3	FGFR1	9606	0.543	0	0	0	0	0	0.4	0.27
9606.ENSP00000263025	9606.ENSP00000431885	MAPK3	TYK2	9606	0.567	0	0	0	0.109	0.11	0.4	0.197
9606.ENSP00000263025	9606.ENSP00000499900	MAPK3	JAK1	9606	0.594	0	0	0	0.093	0.11	0.4	0.261
9606.ENSP00000263025	9606.ENSP00000263967	MAPK3	PIK3CA	9606	0.597	0	0	0	0.049	0	0	0.594
9606.ENSP00000263025	9606.ENSP00000297494	MAPK3	NOS3	9606	0.603	0	0	0	0.067	0	0	0.592
9606.ENSP00000263025	9606.ENSP00000501150	MAPK3	PIK3CB	9606	0.64	0	0	0	0.049	0	0	0.637
9606.ENSP00000263025	9606.ENSP00000324173	MAPK3	HSPA5	9606	0.641	0	0	0	0.109	0.254	0	0.502
9606.ENSP00000263025	9606.ENSP00000299855	MAPK3	MMP3	9606	0.645	0	0	0	0.047	0	0	0.643
9606.ENSP00000263025	9606.ENSP00000363822	MAPK3	AR	9606	0.681	0	0	0	0	0	0	0.681
9606.ENSP00000263025	9606.ENSP00000384273	MAPK3	RELA	9606	0.684	0	0	0	0.06	0.068	0	0.668
9606.ENSP00000263025	9606.ENSP00000360683	MAPK3	PTPN1	9606	0.706	0	0	0	0.054	0.145	0	0.666
9606.ENSP00000263025	9606.ENSP00000361405	MAPK3	MMP9	9606	0.741	0	0	0	0.103	0	0	0.723
9606.ENSP00000263025	9606.ENSP00000354558	MAPK3	MTOR	9606	0.762	0	0	0	0.07	0.149	0	0.724
9606.ENSP00000263025	9606.ENSP00000335153	MAPK3	HSP90AA1	9606	0.823	0	0	0	0.055	0.259	0.4	0.628
9606.ENSP00000263025	9606.ENSP00000358335	MAPK3	MAP3K7	9606	0.924	0	0	0	0	0.11	0.9	0.221
9606.ENSP00000263025	9606.ENSP00000362680	MAPK3	SRC	9606	0.944	0	0	0	0.086	0.511	0.5	0.778
9606.ENSP00000263025	9606.ENSP00000343925	MAPK3	ESR2	9606	0.955	0	0	0	0	0	0.9	0.577
9606.ENSP00000263025	9606.ENSP00000451828	MAPK3	AKT1	9606	0.957	0	0	0	0.266	0.11	0.9	0.432
9606.ENSP00000263025	9606.ENSP00000419060	MAPK3	BRAF	9606	0.96	0	0	0	0.087	0.653	0.7	0.632
9606.ENSP00000263025	9606.ENSP00000401888	MAPK3	RAF1	9606	0.962	0	0	0	0.118	0.545	0.7	0.721
9606.ENSP00000263025	9606.ENSP00000386135	MAPK3	DAPK1	9606	0.98	0	0	0	0	0.653	0.9	0.491
9606.ENSP00000263025	9606.ENSP00000405330	MAPK3	ESR1	9606	0.981	0	0	0	0	0	0.9	0.824
9606.ENSP00000263025	9606.ENSP00000407586	MAPK3	HRAS	9606	0.983	0	0	0	0.061	0.098	0.9	0.829
9606.ENSP00000263025	9606.ENSP00000311032	MAPK3	CASP3	9606	0.985	0	0	0	0.067	0.045	0.9	0.858
9606.ENSP00000263025	9606.ENSP00000302486	MAPK3	MAP2K1	9606	0.999	0	0	0	0.122	0.884	0.9	0.974
9606.ENSP00000263377	9606.ENSP00000311032	BRD4	CASP3	9606	0.402	0	0	0	0.042	0	0	0.401
9606.ENSP00000263377	9606.ENSP00000302486	BRD4	MAP2K1	9606	0.423	0	0	0	0.074	0.163	0	0.315
9606.ENSP00000263377	9606.ENSP00000419060	BRD4	BRAF	9606	0.441	0	0	0	0.067	0	0	0.426
9606.ENSP00000263377	9606.ENSP00000361423	BRD4	ABL1	9606	0.466	0	0	0	0.072	0	0	0.448
9606.ENSP00000263377	9606.ENSP00000451828	BRD4	AKT1	9606	0.49	0	0	0	0.049	0	0	0.486
9606.ENSP00000263377	9606.ENSP00000405330	BRD4	ESR1	9606	0.5	0	0	0	0	0.045	0	0.498
9606.ENSP00000263377	9606.ENSP00000383003	BRD4	FKBP1A	9606	0.536	0	0	0	0.044	0.314	0	0.35
9606.ENSP00000263377	9606.ENSP00000266970	BRD4	CDK2	9606	0.549	0	0	0	0.063	0.292	0	0.376
9606.ENSP00000263377	9606.ENSP00000293831	BRD4	EIF4A1	9606	0.568	0	0	0	0.054	0.525	0	0.115
9606.ENSP00000263377	9606.ENSP00000275493	BRD4	EGFR	9606	0.597	0	0	0	0.042	0.24	0	0.491
9606.ENSP00000263377	9606.ENSP00000313420	BRD4	PRKDC	9606	0.632	0	0	0	0.06	0.523	0	0.245
9606.ENSP00000263377	9606.ENSP00000378699	BRD4	CDK1	9606	0.673	0	0	0	0.049	0.51	0	0.356
9606.ENSP00000263377	9606.ENSP00000335153	BRD4	HSP90AA1	9606	0.676	0	0	0	0.049	0.513	0	0.357
9606.ENSP00000263377	9606.ENSP00000363822	BRD4	AR	9606	0.969	0	0	0	0	0.585	0	0.929
9606.ENSP00000263377	9606.ENSP00000384273	BRD4	RELA	9606	0.999	0	0	0	0.091	0.974	0	0.986
9606.ENSP00000263923	9606.ENSP00000299855	KDR	MMP3	9606	0.404	0	0	0	0	0	0	0.404
9606.ENSP00000263923	9606.ENSP00000364898	KDR	SYK	9606	0.412	0	0	0	0.055	0.074	0	0.383
9606.ENSP00000263923	9606.ENSP00000419260	KDR	PIK3CG	9606	0.428	0	0	0	0	0.098	0	0.392
9606.ENSP00000263923	9606.ENSP00000288135	KDR	KIT	9606	0.429	0	0	0.134	0.118	0.089	0	0.276
9606.ENSP00000263923	9606.ENSP00000322788	KDR	MMP1	9606	0.431	0	0	0	0.049	0	0	0.426
9606.ENSP00000263923	9606.ENSP00000266970	KDR	CDK2	9606	0.432	0	0	0	0.051	0	0	0.426
9606.ENSP00000263923	9606.ENSP00000319635	KDR	CXCR2	9606	0.44	0	0	0	0.077	0	0	0.418
9606.ENSP00000263923	9606.ENSP00000308208	KDR	MMP14	9606	0.453	0	0	0	0.072	0	0	0.434
9606.ENSP00000263923	9606.ENSP00000366416	KDR	EDNRB	9606	0.485	0	0	0	0.257	0	0	0.335
9606.ENSP00000263923	9606.ENSP00000381607	KDR	GSTP1	9606	0.502	0	0	0	0	0	0	0.502
9606.ENSP00000263923	9606.ENSP00000367608	KDR	CA9	9606	0.508	0	0	0	0.077	0	0	0.488
9606.ENSP00000263923	9606.ENSP00000407586	KDR	HRAS	9606	0.543	0	0	0	0	0.092	0	0.518
9606.ENSP00000263923	9606.ENSP00000302486	KDR	MAP2K1	9606	0.548	0	0	0	0.074	0.084	0	0.51
9606.ENSP00000263923	9606.ENSP00000343925	KDR	ESR2	9606	0.573	0	0	0	0	0.045	0	0.571
9606.ENSP00000263923	9606.ENSP00000354558	KDR	MTOR	9606	0.583	0	0	0	0	0	0	0.583
9606.ENSP00000263923	9606.ENSP00000311032	KDR	CASP3	9606	0.598	0	0	0	0	0	0	0.598
9606.ENSP00000263923	9606.ENSP00000295683	KDR	CXCR1	9606	0.609	0	0	0	0.074	0	0	0.596
9606.ENSP00000263923	9606.ENSP00000393312	KDR	FGFR1	9606	0.681	0	0	0	0.068	0.091	0	0.654
9606.ENSP00000263923	9606.ENSP00000405330	KDR	ESR1	9606	0.688	0	0	0	0	0.045	0	0.687
9606.ENSP00000263923	9606.ENSP00000451828	KDR	AKT1	9606	0.715	0	0	0	0.056	0.074	0	0.701
9606.ENSP00000263923	9606.ENSP00000297494	KDR	NOS3	9606	0.716	0	0	0	0.102	0	0	0.697
9606.ENSP00000263923	9606.ENSP00000275493	KDR	EGFR	9606	0.805	0	0	0	0.075	0.139	0	0.774
9606.ENSP00000263923	9606.ENSP00000361405	KDR	MMP9	9606	0.811	0	0	0	0.057	0	0	0.807
9606.ENSP00000263923	9606.ENSP00000317272	KDR	MET	9606	0.851	0	0	0	0	0.345	0	0.782
9606.ENSP00000263923	9606.ENSP00000366563	KDR	PIK3CD	9606	0.928	0	0	0	0	0.098	0.9	0.272
9606.ENSP00000263923	9606.ENSP00000501150	KDR	PIK3CB	9606	0.932	0	0	0	0	0.098	0.9	0.315
9606.ENSP00000263923	9606.ENSP00000360683	KDR	PTPN1	9606	0.938	0	0	0	0	0.051	0	0.938
9606.ENSP00000263923	9606.ENSP00000428056	KDR	PIK3R1	9606	0.943	0	0	0	0.049	0.153	0.9	0.377
9606.ENSP00000263923	9606.ENSP00000499900	KDR	JAK1	9606	0.947	0	0	0	0.055	0.074	0.9	0.474
9606.ENSP00000263923	9606.ENSP00000335153	KDR	HSP90AA1	9606	0.954	0	0	0	0	0.313	0.5	0.878
9606.ENSP00000263923	9606.ENSP00000263967	KDR	PIK3CA	9606	0.975	0	0	0	0	0.098	0.9	0.754
9606.ENSP00000263923	9606.ENSP00000282397	KDR	FLT1	9606	0.994	0	0	0.07	0.329	0.51	0	0.984
9606.ENSP00000263923	9606.ENSP00000362680	KDR	SRC	9606	0.998	0	0	0	0.059	0.796	0.9	0.938
9606.ENSP00000263967	9606.ENSP00000266970	PIK3CA	CDK2	9606	0.448	0	0	0	0	0	0	0.448
9606.ENSP00000263967	9606.ENSP00000379683	PIK3CA	CYP19A1	9606	0.517	0	0	0	0	0	0	0.517
9606.ENSP00000263967	9606.ENSP00000384273	PIK3CA	RELA	9606	0.537	0	0	0	0.049	0.314	0	0.346
9606.ENSP00000263967	9606.ENSP00000311032	PIK3CA	CASP3	9606	0.556	0	0	0	0.049	0.063	0	0.542
9606.ENSP00000263967	9606.ENSP00000313420	PIK3CA	PRKDC	9606	0.559	0	0	0	0.056	0.127	0	0.508
9606.ENSP00000263967	9606.ENSP00000363822	PIK3CA	AR	9606	0.571	0	0	0	0	0	0	0.571
9606.ENSP00000263967	9606.ENSP00000343925	PIK3CA	ESR2	9606	0.575	0	0	0	0	0	0.4	0.322
9606.ENSP00000263967	9606.ENSP00000431885	PIK3CA	TYK2	9606	0.726	0	0	0	0.055	0.069	0.65	0.215
9606.ENSP00000263967	9606.ENSP00000361423	PIK3CA	ABL1	9606	0.763	0	0	0	0.049	0.069	0	0.754
9606.ENSP00000263967	9606.ENSP00000477713	PIK3CA	LCK	9606	0.777	0	0	0	0.05	0.524	0.4	0.276
9606.ENSP00000263967	9606.ENSP00000335153	PIK3CA	HSP90AA1	9606	0.837	0	0	0	0.049	0	0.5	0.686
9606.ENSP00000263967	9606.ENSP00000302486	PIK3CA	MAP2K1	9606	0.844	0	0	0	0.06	0.176	0	0.815
9606.ENSP00000263967	9606.ENSP00000282397	PIK3CA	FLT1	9606	0.887	0	0	0	0	0.098	0.65	0.672
9606.ENSP00000263967	9606.ENSP00000347942	PIK3CA	RET	9606	0.891	0	0	0	0	0.087	0.5	0.78
9606.ENSP00000263967	9606.ENSP00000364898	PIK3CA	SYK	9606	0.935	0	0	0	0	0.069	0.9	0.364
9606.ENSP00000263967	9606.ENSP00000405330	PIK3CA	ESR1	9606	0.941	0	0	0	0	0.51	0.4	0.817
9606.ENSP00000263967	9606.ENSP00000419060	PIK3CA	BRAF	9606	0.947	0	0	0	0.128	0.19	0	0.931
9606.ENSP00000263967	9606.ENSP00000317272	PIK3CA	MET	9606	0.961	0	0	0	0.042	0.069	0.9	0.617
9606.ENSP00000263967	9606.ENSP00000354558	PIK3CA	MTOR	9606	0.963	0	0	0	0.06	0.166	0.9	0.592
9606.ENSP00000263967	9606.ENSP00000499900	PIK3CA	JAK1	9606	0.969	0	0	0	0.068	0.069	0.9	0.69
9606.ENSP00000263967	9606.ENSP00000401888	PIK3CA	RAF1	9606	0.972	0	0	0	0.066	0.069	0.9	0.719
9606.ENSP00000263967	9606.ENSP00000393312	PIK3CA	FGFR1	9606	0.977	0	0	0	0	0.087	0.9	0.777
9606.ENSP00000263967	9606.ENSP00000362680	PIK3CA	SRC	9606	0.984	0	0	0	0.05	0.069	0.9	0.846
9606.ENSP00000263967	9606.ENSP00000288135	PIK3CA	KIT	9606	0.986	0	0	0	0.106	0.325	0.9	0.809
9606.ENSP00000263967	9606.ENSP00000407586	PIK3CA	HRAS	9606	0.995	0	0	0	0.1	0.758	0.9	0.8
9606.ENSP00000263967	9606.ENSP00000419260	PIK3CA	PIK3CG	9606	0.997	0	0	0	0.078	0.045	0.9	0.973
9606.ENSP00000263967	9606.ENSP00000366563	PIK3CA	PIK3CD	9606	0.998	0	0	0.06	0	0	0.9	0.983
9606.ENSP00000263967	9606.ENSP00000501150	PIK3CA	PIK3CB	9606	0.998	0	0	0.06	0.083	0	0.9	0.984
9606.ENSP00000263967	9606.ENSP00000451828	PIK3CA	AKT1	9606	0.998	0	0	0	0.06	0.738	0.9	0.951
9606.ENSP00000263967	9606.ENSP00000275493	PIK3CA	EGFR	9606	0.999	0	0	0	0	0.79	0.9	0.976
9606.ENSP00000263967	9606.ENSP00000428056	PIK3CA	PIK3R1	9606	0.999	0	0	0	0.156	0.997	0.967	0.998
9606.ENSP00000266088	9606.ENSP00000275493	SLC5A1	EGFR	9606	0.954	0	0	0	0.056	0.292	0	0.938
9606.ENSP00000266970	9606.ENSP00000379683	CDK2	CYP19A1	9606	0.421	0	0	0	0.07	0	0	0.403
9606.ENSP00000266970	9606.ENSP00000324173	CDK2	HSPA5	9606	0.428	0	0	0	0.109	0.131	0	0.319
9606.ENSP00000266970	9606.ENSP00000288135	CDK2	KIT	9606	0.43	0	0	0	0.067	0	0	0.415
9606.ENSP00000266970	9606.ENSP00000384273	CDK2	RELA	9606	0.435	0	0	0	0.087	0.092	0	0.373
9606.ENSP00000266970	9606.ENSP00000321584	CDK2	IMPDH2	9606	0.455	0	0	0	0.1	0.302	0	0.202
9606.ENSP00000266970	9606.ENSP00000431885	CDK2	TYK2	9606	0.493	0	0	0	0.117	0.098	0	0.414
9606.ENSP00000266970	9606.ENSP00000363822	CDK2	AR	9606	0.495	0	0	0	0	0.045	0	0.493
9606.ENSP00000266970	9606.ENSP00000313420	CDK2	PRKDC	9606	0.511	0	0	0	0.118	0.091	0	0.439
9606.ENSP00000266970	9606.ENSP00000499900	CDK2	JAK1	9606	0.518	0	0	0	0.117	0.098	0	0.443
9606.ENSP00000266970	9606.ENSP00000361423	CDK2	ABL1	9606	0.53	0	0	0	0.087	0.098	0	0.474
9606.ENSP00000266970	9606.ENSP00000358327	CDK2	CASP7	9606	0.539	0	0	0	0.147	0	0	0.482
9606.ENSP00000266970	9606.ENSP00000361405	CDK2	MMP9	9606	0.566	0	0	0	0	0	0	0.566
9606.ENSP00000266970	9606.ENSP00000275493	CDK2	EGFR	9606	0.566	0	0	0	0.042	0	0	0.565
9606.ENSP00000266970	9606.ENSP00000451828	CDK2	AKT1	9606	0.577	0	0	0	0.06	0.098	0	0.542
9606.ENSP00000266970	9606.ENSP00000354558	CDK2	MTOR	9606	0.585	0	0	0	0.062	0.068	0	0.563
9606.ENSP00000266970	9606.ENSP00000407586	CDK2	HRAS	9606	0.644	0	0	0	0.067	0.144	0	0.59
9606.ENSP00000266970	9606.ENSP00000405330	CDK2	ESR1	9606	0.714	0	0	0	0	0.294	0	0.612
9606.ENSP00000266970	9606.ENSP00000335153	CDK2	HSP90AA1	9606	0.799	0	0	0	0.077	0.272	0	0.725
9606.ENSP00000266970	9606.ENSP00000311032	CDK2	CASP3	9606	0.829	0	0	0	0.114	0.075	0	0.808
9606.ENSP00000266970	9606.ENSP00000378699	CDK2	CDK1	9606	0.994	0	0	0.056	0.349	0.47	0.4	0.977
9606.ENSP00000275493	9606.ENSP00000288135	EGFR	KIT	9606	0.428	0	0	0	0	0.101	0	0.389
9606.ENSP00000275493	9606.ENSP00000381070	EGFR	MAP2K7	9606	0.448	0	0	0	0	0	0	0.448
9606.ENSP00000275493	9606.ENSP00000319635	EGFR	CXCR2	9606	0.463	0	0	0	0.063	0.048	0	0.447
9606.ENSP00000275493	9606.ENSP00000393312	EGFR	FGFR1	9606	0.479	0	0	0	0.067	0.215	0	0.346
9606.ENSP00000275493	9606.ENSP00000364898	EGFR	SYK	9606	0.484	0	0	0	0.042	0.4	0	0.174
9606.ENSP00000275493	9606.ENSP00000302486	EGFR	MAP2K1	9606	0.579	0	0	0	0.049	0.098	0	0.549
9606.ENSP00000275493	9606.ENSP00000419060	EGFR	BRAF	9606	0.601	0	0	0	0	0.255	0	0.486
9606.ENSP00000275493	9606.ENSP00000282397	EGFR	FLT1	9606	0.607	0	0	0	0.055	0.139	0	0.555
9606.ENSP00000275493	9606.ENSP00000367608	EGFR	CA9	9606	0.614	0	0	0	0.115	0	0	0.582
9606.ENSP00000275493	9606.ENSP00000295683	EGFR	CXCR1	9606	0.617	0	0	0	0.063	0.048	0	0.606
9606.ENSP00000275493	9606.ENSP00000379683	EGFR	CYP19A1	9606	0.626	0	0	0	0.086	0	0	0.608
9606.ENSP00000275493	9606.ENSP00000358327	EGFR	CASP7	9606	0.651	0	0	0	0.054	0	0	0.646
9606.ENSP00000275493	9606.ENSP00000309968	EGFR	ADAM17	9606	0.679	0	0	0	0.067	0	0	0.67
9606.ENSP00000275493	9606.ENSP00000322788	EGFR	MMP1	9606	0.694	0	0	0	0.08	0	0	0.681
9606.ENSP00000275493	9606.ENSP00000384273	EGFR	RELA	9606	0.701	0	0	0	0.044	0.075	0	0.689
9606.ENSP00000275493	9606.ENSP00000381607	EGFR	GSTP1	9606	0.713	0	0	0	0.055	0.51	0	0.431
9606.ENSP00000275493	9606.ENSP00000306124	EGFR	PRKCE	9606	0.726	0	0	0	0	0.621	0	0.307
9606.ENSP00000275493	9606.ENSP00000299855	EGFR	MMP3	9606	0.737	0	0	0	0.073	0	0.5	0.479
9606.ENSP00000275493	9606.ENSP00000311032	EGFR	CASP3	9606	0.747	0	0	0	0.061	0	0	0.741
9606.ENSP00000275493	9606.ENSP00000477713	EGFR	LCK	9606	0.748	0	0	0	0.044	0.253	0.4	0.482
9606.ENSP00000275493	9606.ENSP00000419260	EGFR	PIK3CG	9606	0.748	0	0	0	0	0	0	0.748
9606.ENSP00000275493	9606.ENSP00000343925	EGFR	ESR2	9606	0.755	0	0	0	0	0.329	0	0.65
9606.ENSP00000275493	9606.ENSP00000308208	EGFR	MMP14	9606	0.787	0	0	0	0.161	0.163	0	0.721
9606.ENSP00000275493	9606.ENSP00000451828	EGFR	AKT1	9606	0.792	0	0	0	0.042	0.64	0	0.445
9606.ENSP00000275493	9606.ENSP00000354558	EGFR	MTOR	9606	0.802	0	0	0	0.042	0.181	0	0.769
9606.ENSP00000275493	9606.ENSP00000431885	EGFR	TYK2	9606	0.821	0	0	0	0	0.095	0.65	0.482
9606.ENSP00000275493	9606.ENSP00000347942	EGFR	RET	9606	0.826	0	0	0	0	0.735	0	0.369
9606.ENSP00000275493	9606.ENSP00000361405	EGFR	MMP9	9606	0.827	0	0	0	0.055	0	0	0.825
9606.ENSP00000275493	9606.ENSP00000401888	EGFR	RAF1	9606	0.848	0	0	0	0.042	0.645	0	0.59
9606.ENSP00000275493	9606.ENSP00000378699	EGFR	CDK1	9606	0.849	0	0	0	0.042	0.807	0	0.253
9606.ENSP00000275493	9606.ENSP00000361423	EGFR	ABL1	9606	0.861	0	0	0	0.067	0.79	0	0.347
9606.ENSP00000275493	9606.ENSP00000324173	EGFR	HSPA5	9606	0.862	0	0	0	0.042	0.624	0	0.65
9606.ENSP00000275493	9606.ENSP00000363822	EGFR	AR	9606	0.864	0	0	0	0	0.536	0	0.72
9606.ENSP00000275493	9606.ENSP00000437125	EGFR	HSPA8	9606	0.932	0	0	0	0.061	0.832	0	0.608
9606.ENSP00000275493	9606.ENSP00000313420	EGFR	PRKDC	9606	0.936	0	0	0	0.044	0.361	0	0.904
9606.ENSP00000275493	9606.ENSP00000366563	EGFR	PIK3CD	9606	0.942	0	0	0	0.042	0	0.9	0.443
9606.ENSP00000275493	9606.ENSP00000499900	EGFR	JAK1	9606	0.97	0	0	0	0.045	0.417	0.9	0.537
9606.ENSP00000275493	9606.ENSP00000405330	EGFR	ESR1	9606	0.988	0	0	0	0	0.583	0	0.974
9606.ENSP00000275493	9606.ENSP00000501150	EGFR	PIK3CB	9606	0.993	0	0	0	0	0.622	0.9	0.842
9606.ENSP00000275493	9606.ENSP00000407586	EGFR	HRAS	9606	0.994	0	0	0	0.053	0.315	0.9	0.931
9606.ENSP00000275493	9606.ENSP00000317272	EGFR	MET	9606	0.996	0	0	0	0.25	0.806	0	0.978
9606.ENSP00000275493	9606.ENSP00000360683	EGFR	PTPN1	9606	0.997	0	0	0	0.044	0.869	0	0.978
9606.ENSP00000275493	9606.ENSP00000428056	EGFR	PIK3R1	9606	0.998	0	0	0	0.042	0.9	0.9	0.901
9606.ENSP00000275493	9606.ENSP00000335153	EGFR	HSP90AA1	9606	0.999	0	0	0	0.049	0.854	0.5	0.993
9606.ENSP00000275493	9606.ENSP00000362680	EGFR	SRC	9606	0.999	0	0	0	0.042	0.928	0.9	0.988
9606.ENSP00000282397	9606.ENSP00000322788	FLT1	MMP1	9606	0.409	0	0	0	0.056	0	0	0.399
9606.ENSP00000282397	9606.ENSP00000405330	FLT1	ESR1	9606	0.435	0	0	0	0	0.045	0	0.433
9606.ENSP00000282397	9606.ENSP00000364898	FLT1	SYK	9606	0.445	0	0	0	0.055	0.074	0	0.417
9606.ENSP00000282397	9606.ENSP00000367608	FLT1	CA9	9606	0.449	0	0	0	0.067	0	0	0.434
9606.ENSP00000282397	9606.ENSP00000311032	FLT1	CASP3	9606	0.452	0	0	0	0	0	0	0.452
9606.ENSP00000282397	9606.ENSP00000361423	FLT1	ABL1	9606	0.459	0	0	0	0.105	0.074	0	0.4
9606.ENSP00000282397	9606.ENSP00000477713	FLT1	LCK	9606	0.477	0	0	0	0.059	0.091	0	0.438
9606.ENSP00000282397	9606.ENSP00000354558	FLT1	MTOR	9606	0.48	0	0	0	0	0	0	0.48
9606.ENSP00000282397	9606.ENSP00000384273	FLT1	RELA	9606	0.48	0	0	0	0	0	0	0.48
9606.ENSP00000282397	9606.ENSP00000401888	FLT1	RAF1	9606	0.505	0	0	0	0.087	0.074	0	0.462
9606.ENSP00000282397	9606.ENSP00000362680	FLT1	SRC	9606	0.534	0	0	0	0.087	0.091	0	0.484
9606.ENSP00000282397	9606.ENSP00000393312	FLT1	FGFR1	9606	0.555	0	0	0	0.067	0.099	0	0.514
9606.ENSP00000282397	9606.ENSP00000335153	FLT1	HSP90AA1	9606	0.581	0	0	0	0	0.07	0	0.568
9606.ENSP00000282397	9606.ENSP00000295683	FLT1	CXCR1	9606	0.589	0	0	0	0.074	0	0	0.575
9606.ENSP00000282397	9606.ENSP00000297494	FLT1	NOS3	9606	0.603	0	0	0	0.099	0	0	0.578
9606.ENSP00000282397	9606.ENSP00000451828	FLT1	AKT1	9606	0.61	0	0	0	0.056	0.074	0	0.59
9606.ENSP00000282397	9606.ENSP00000319635	FLT1	CXCR2	9606	0.621	0	0	0	0.074	0	0	0.608
9606.ENSP00000282397	9606.ENSP00000308208	FLT1	MMP14	9606	0.622	0	0	0	0.055	0	0	0.616
9606.ENSP00000282397	9606.ENSP00000366563	FLT1	PIK3CD	9606	0.737	0	0	0	0	0.098	0.65	0.234
9606.ENSP00000282397	9606.ENSP00000361405	FLT1	MMP9	9606	0.779	0	0	0	0.059	0	0	0.774
9606.ENSP00000282397	9606.ENSP00000501150	FLT1	PIK3CB	9606	0.908	0	0	0	0	0.098	0.65	0.732
9606.ENSP00000282397	9606.ENSP00000428056	FLT1	PIK3R1	9606	0.909	0	0	0	0	0.67	0.65	0.281
9606.ENSP00000288135	9606.ENSP00000319635	KIT	CXCR2	9606	0.41	0	0	0	0.088	0	0	0.38
9606.ENSP00000288135	9606.ENSP00000419060	KIT	BRAF	9606	0.426	0	0	0	0.067	0.074	0	0.389
9606.ENSP00000288135	9606.ENSP00000367608	KIT	CA9	9606	0.435	0	0	0	0.052	0	0	0.428
9606.ENSP00000288135	9606.ENSP00000363822	KIT	AR	9606	0.463	0	0	0	0.044	0.045	0	0.459
9606.ENSP00000288135	9606.ENSP00000361405	KIT	MMP9	9606	0.541	0	0	0	0.099	0	0	0.511
9606.ENSP00000288135	9606.ENSP00000311032	KIT	CASP3	9606	0.563	0	0	0	0.042	0	0	0.562
9606.ENSP00000288135	9606.ENSP00000354558	KIT	MTOR	9606	0.574	0	0	0	0	0	0	0.574
9606.ENSP00000288135	9606.ENSP00000405330	KIT	ESR1	9606	0.592	0	0	0	0	0.045	0	0.59
9606.ENSP00000288135	9606.ENSP00000317272	KIT	MET	9606	0.594	0	0	0	0	0.092	0	0.572
9606.ENSP00000288135	9606.ENSP00000364898	KIT	SYK	9606	0.626	0	0	0.119	0.087	0.181	0	0.499
9606.ENSP00000288135	9606.ENSP00000361423	KIT	ABL1	9606	0.664	0	0	0	0.056	0.181	0	0.601
9606.ENSP00000288135	9606.ENSP00000366416	KIT	EDNRB	9606	0.703	0	0	0	0.098	0	0	0.685
9606.ENSP00000288135	9606.ENSP00000335153	KIT	HSP90AA1	9606	0.708	0	0	0	0	0.07	0	0.699
9606.ENSP00000288135	9606.ENSP00000477713	KIT	LCK	9606	0.724	0	0	0	0.062	0.386	0.4	0.293
9606.ENSP00000288135	9606.ENSP00000362680	KIT	SRC	9606	0.802	0	0	0	0.06	0.386	0.4	0.496
9606.ENSP00000288135	9606.ENSP00000451828	KIT	AKT1	9606	0.818	0	0	0	0.079	0.074	0	0.804
9606.ENSP00000288135	9606.ENSP00000419260	KIT	PIK3CG	9606	0.852	0	0	0	0.087	0.615	0	0.612
9606.ENSP00000288135	9606.ENSP00000366563	KIT	PIK3CD	9606	0.94	0	0	0	0.106	0.087	0.9	0.353
9606.ENSP00000288135	9606.ENSP00000501150	KIT	PIK3CB	9606	0.961	0	0	0	0.108	0.087	0.9	0.58
